	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70		
Respond_DS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777	0.169063777		
Positive_DS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698	0.030609698		
Respond_Cyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066	0.000217066		
Diagnostic_Cyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325		
TURBT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325	0.000119325		
FP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06	3.96E-06		
FN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325	0.000694325		
75 screen																																																																									
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70			
TOTAL_COSTS	0	0.007671305	0.040511643	0.10669684	0.196901877	0.299148104	0.404842337	0.528522194	0.673412268	0.824372744	0.986754816	1.171176362	1.369989917	1.585041453	1.810776038	2.038628155	2.27622754	2.556295262	2.887657207	3.24536751	3.608334223	3.989362096	4.415368439	4.884900172	5.386665806	5.913109563	6.495148267	7.128366442	7.789524538	8.483346157	9.232479763	10.04425802	10.90682653	11.83118765	12.84118174	13.94630494	15.1604145	16.45384309	17.82582035	19.27546918	20.77574801	22.32942113	23.94997448	25.65050766	27.41245373	29.23485841	31.76520155	34.29001153	36.19165708	38.12028526	40.10067197	42.11642598	44.10237899	46.05516038	47.98852337	49.90000229	51.76451989	53.52647081	55.206271	56.78561479	58.22910836	59.54065336	60.70861288	61.743807	62.64673272	63.40943795	64.04694569	64.56789539	64.98155634	65.3110355	65.56263353		
BC_COSTS	0	0.007671305	0.040511643	0.10669684	0.196901877	0.299148104	0.404842337	0.528522194	0.673412268	0.824372744	0.986754816	1.171176362	1.369989917	1.585041453	1.810776038	2.038628155	2.27622754	2.556295262	2.887657207	3.24536751	3.608334223	3.989362096	4.415368439	4.884900172	5.386665806	5.913109563	6.495148267	7.128366442	7.789524538	8.483346157	9.232479763	10.04425802	10.90682653	11.83118765	12.84118174	13.94630494	15.1604145	16.45384309	17.82582035	19.27546918	20.77574801	22.32942113	23.94997448	25.65050766	27.41245373	29.23485841	31.17422704	33.12804715	35.0296927	36.95832088	38.93870759	40.9544616	42.94041461	44.893196	46.82655899	48.73803791	50.60255551	52.36450643	54.04430662	55.62365041	57.06714398	58.37868898	59.5466485	60.58184262	61.48476834	62.24747357	62.88498131	63.40593101	63.81959196	64.14907112	64.40066915		
DIAG_COSTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.851495863	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726	3.702991726		
SCREEN_COSTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21055161	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116	0.413983116		
QALYS	0	0.737463833	1.447777863	2.130557133	2.786748799	3.41726213	4.022985538	4.604806346	5.163524879	5.699929311	6.214829418	6.708965896	7.183067123	7.637844475	8.073933829	8.491939988	8.892487609	9.276221809	9.643754709	9.995626229	10.33235295	10.65443255	10.9623936	11.25674489	11.53793961	11.80641895	12.06261476	12.30694138	12.53979397	12.76153062	12.97251597	13.17311638	13.36368975	13.54452955	13.71591385	13.87819587	14.03167282	14.17661142	14.31328521	14.44195207	14.56288446	14.67634925	14.78262643	14.88197157	14.97456758	15.06059561	15.14024496	15.21371459	15.28117875	15.342824	15.39885564	15.44948981	15.49497522	15.5355613	15.57151034	15.60306435	15.63047284	15.65401208	15.67398703	15.69072889	15.70457135	15.7158748	15.72498367	15.73219906	15.73780785	15.74209094	15.74529341	15.74762138	15.74926803	15.75040864	15.75117996		
LYS	0	0.965631779	1.897516766	2.796775362	3.664457622	4.501586249	5.309187344	6.088242136	6.83961273	7.564163667	8.262806347	8.936355606	9.585588074	10.21128461	10.81415373	11.39485794	11.95406868	12.49248127	13.01076686	13.50952464	13.98932958	14.45073139	14.89429569	15.3205767	15.73007859	16.1232918	16.50068812	16.86271572	17.20979917	17.5423112	17.86063494	18.16515607	18.45626022	18.73423344	18.99936504	19.25206308	19.49263777	19.72136224	19.93851752	20.14436515	20.33918995	20.52327708	20.69693889	20.86043876	21.01394296	21.15760527	21.29160539	21.41615028	21.53139476	21.6375069	21.73470045	21.82321927	21.90336175	21.97545553	22.03984002	22.09681984	22.14672998	22.18996746	22.22698171	22.25827426	22.28437577	22.30586999	22.32333421	22.33728954	22.34823663	22.35666924	22.36302459	22.36769233	22.37103248	22.37336619	22.37495607		
LG_SYMPT	0	2.19E-06	4.90E-06	9.48E-06	1.16E-05	1.78E-05	3.24E-05	4.39E-05	5.61E-05	6.64E-05	8.33E-05	9.78E-05	0.000117427	0.000142458	0.000161766	0.000182756	0.000209323	0.000250548	0.000291201	0.000334498	0.000369133	0.0004271	0.000487452	0.000554359	0.000627952	0.000703691	0.000807537	0.000909031	0.001012317	0.00113468	0.001258049	0.001415447	0.001583741	0.001780391	0.002001363	0.002250232	0.002508239	0.002778241	0.003108549	0.003452091	0.003817304	0.00421214	0.004647265	0.005092736	0.005559706	0.006086804	0.006609189	0.007165896	0.007776455	0.00839029	0.009054645	0.0097506	0.010426885	0.011106951	0.011794316	0.012484397	0.013198826	0.013851255	0.014504874	0.015141274	0.015753434	0.016272175	0.016750563	0.017200312	0.017590614	0.017921774	0.018194262	0.018439721	0.018641147	0.018799105	0.018923542		
HG_St1_SYMPT	0	8.70E-07	3.25E-06	5.03E-06	8.17E-06	1.29E-05	1.52E-05	2.03E-05	2.36E-05	3.03E-05	3.39E-05	4.17E-05	5.06E-05	6.05E-05	6.77E-05	7.90E-05	9.06E-05	0.00010862	0.000122352	0.000141189	0.000157717	0.000179746	0.000202648	0.00022942	0.00025408	0.000284204	0.000324763	0.000366983	0.000402425	0.000453273	0.000513171	0.000573075	0.000639839	0.000714918	0.00080559	0.000901869	0.001008301	0.001136871	0.00126579	0.001418209	0.001548122	0.001721448	0.001894614	0.002085057	0.002295229	0.002502078	0.002741839	0.002986518	0.003244815	0.003555396	0.003849481	0.00414546	0.004481808	0.004820648	0.005158843	0.005519382	0.005886605	0.006238153	0.006623862	0.006944031	0.007244285	0.007518538	0.007787198	0.00804337	0.008278311	0.008449479	0.008630118	0.008764418	0.008884415	0.008976285	0.009036565		
HG_St2_SYMPT	0	6.27E-07	6.27E-07	1.40E-06	3.99E-06	5.46E-06	7.21E-06	9.44E-06	9.98E-06	1.04E-05	1.50E-05	1.68E-05	1.97E-05	2.25E-05	2.71E-05	3.24E-05	3.50E-05	3.95E-05	4.28E-05	4.92E-05	5.32E-05	6.15E-05	6.81E-05	7.31E-05	8.19E-05	9.19E-05	0.000101739	0.000111236	0.000126234	0.000139571	0.000157434	0.000173489	0.000192853	0.000220777	0.00025223	0.000286609	0.000330772	0.000367542	0.000413493	0.000456523	0.000501909	0.00055409	0.000609736	0.000672786	0.000738439	0.000818571	0.000888099	0.000972505	0.001042387	0.001134313	0.001232455	0.001322461	0.001422264	0.00152622	0.001632548	0.001763989	0.001878652	0.001988767	0.002087505	0.002197152	0.002293452	0.002388403	0.002478464	0.002555515	0.002628279	0.002697059	0.002755137	0.002804781	0.002843412	0.00287545	0.002897301		
HG_St3_SYMPT	0	0	0	1.45E-06	1.45E-06	1.91E-06	1.91E-06	1.91E-06	2.28E-06	5.32E-06	5.91E-06	7.58E-06	9.33E-06	1.17E-05	1.27E-05	1.44E-05	1.74E-05	2.02E-05	2.31E-05	2.51E-05	3.04E-05	3.22E-05	3.53E-05	4.17E-05	4.65E-05	5.12E-05	5.53E-05	6.36E-05	6.68E-05	7.26E-05	8.32E-05	9.06E-05	0.000101106	0.000112223	0.000124846	0.000133878	0.000157922	0.000173812	0.000199443	0.00022425	0.00025065	0.00026878	0.000290416	0.00032701	0.000356305	0.000381519	0.000418097	0.000450884	0.00050039	0.000552072	0.000599579	0.000652899	0.000712242	0.000769894	0.000825026	0.000882176	0.000947472	0.001003764	0.001072231	0.00112956	0.001179676	0.001233301	0.001281881	0.001328029	0.001360983	0.001398856	0.0014301	0.001452882	0.001468334	0.00148726	0.001502139		
HG_St4_SYMPT	0	0	2.91E-06	4.61E-06	7.61E-06	9.61E-06	9.61E-06	1.26E-05	1.60E-05	1.73E-05	2.07E-05	2.64E-05	2.97E-05	3.28E-05	3.55E-05	3.92E-05	4.37E-05	5.07E-05	5.85E-05	6.37E-05	7.33E-05	8.52E-05	9.91E-05	0.000113199	0.00012979	0.000146016	0.000168856	0.000188342	0.000217193	0.000243361	0.00027888	0.000309348	0.00034368	0.000378359	0.000420037	0.000464882	0.000524013	0.000579307	0.000653647	0.000719528	0.000809599	0.000900104	0.001015526	0.001123203	0.001246607	0.001384702	0.00152625	0.001654282	0.001805906	0.00196592	0.002159865	0.002361189	0.002538518	0.00275154	0.002972862	0.003198054	0.003411926	0.003621283	0.003861449	0.004058623	0.004258508	0.00445585	0.004642607	0.004812618	0.004955332	0.005073311	0.005184994	0.005277229	0.005354704	0.005415114	0.005458882		
LG_SCRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05	2.97E-05		
HG_St1_SCRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05	5.16E-05		
HG_St2_SCRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05	2.38E-05		
HG_St3_SCRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05	1.10E-05		
HG_St4_SCRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05	3.68E-05		
HG_St1_MORT	0	0	0	3.44E-07	7.51E-07	7.51E-07	7.51E-07	7.51E-07	2.36E-06	2.94E-06	4.34E-06	5.58E-06	6.79E-06	7.36E-06	9.68E-06	1.39E-05	1.43E-05	1.51E-05	1.75E-05	1.96E-05	2.09E-05	2.31E-05	2.78E-05	3.52E-05	3.74E-05	4.33E-05	5.22E-05	5.70E-05	6.44E-05	7.15E-05	7.90E-05	8.73E-05	9.88E-05	0.000115259	0.000125799	0.000139099	0.000156007	0.000177256	0.000198327	0.00022224	0.000251186	0.000274843	0.000304108	0.000340106	0.000378768	0.000417643	0.000483243	0.000551582	0.00063221	0.000715362	0.000798631	0.000881267	0.000979586	0.001063755	0.001146484	0.001244623	0.001343279	0.001433737	0.001507731	0.001590252	0.001674105	0.001754513	0.001825199	0.001896434	0.001954545	0.002000953	0.002045121	0.002079774	0.002111795	0.002133929	0.00214956		
HG_St2_MORT	0	6.27E-07	6.27E-07	6.27E-07	6.27E-07	2.57E-06	2.94E-06	3.34E-06	3.83E-06	5.95E-06	8.49E-06	1.13E-05	1.34E-05	1.38E-05	1.56E-05	1.85E-05	1.95E-05	2.10E-05	2.15E-05	2.39E-05	2.60E-05	3.01E-05	3.54E-05	3.62E-05	3.86E-05	4.16E-05	4.92E-05	5.33E-05	5.96E-05	6.61E-05	7.34E-05	7.92E-05	8.76E-05	9.64E-05	0.000108301	0.000124509	0.00013805	0.000159409	0.000178839	0.000199413	0.000225874	0.000249459	0.00027565	0.000304607	0.000333344	0.000364065	0.000413186	0.000472943	0.000516932	0.000579104	0.000635401	0.00070111	0.000760057	0.00081982	0.000880555	0.000944952	0.001007353	0.001076879	0.001131178	0.001198969	0.001259873	0.001314073	0.001365156	0.001415287	0.001459398	0.001496497	0.001535529	0.001563203	0.001580794	0.001598368	0.001607893		
HG_St3_MORT	0	0	0	5.24E-07	5.24E-07	9.82E-07	1.48E-06	1.48E-06	1.85E-06	2.77E-06	2.77E-06	3.16E-06	3.57E-06	4.25E-06	6.43E-06	6.43E-06	7.66E-06	8.41E-06	9.11E-06	1.10E-05	1.29E-05	1.34E-05	1.67E-05	1.89E-05	2.32E-05	2.75E-05	2.96E-05	3.43E-05	3.69E-05	3.99E-05	4.29E-05	4.73E-05	5.35E-05	5.99E-05	6.67E-05	7.18E-05	8.45E-05	9.41E-05	0.000108145	0.000123493	0.000137986	0.000153383	0.000167171	0.000187752	0.000210815	0.000229341	0.000259254	0.000287422	0.000318839	0.000355848	0.000382953	0.000421197	0.000455841	0.000499471	0.000537237	0.000569679	0.00061533	0.000649923	0.000698971	0.000738153	0.000771293	0.000811777	0.000845934	0.000879152	0.000901725	0.000928581	0.000950298	0.000964592	0.000974719	0.000984072	0.000994036		
HG_St4_MORT	0	0	4.39E-07	1.47E-06	3.54E-06	6.06E-06	6.06E-06	8.01E-06	9.30E-06	1.15E-05	1.35E-05	1.97E-05	2.20E-05	2.57E-05	2.74E-05	2.98E-05	3.31E-05	3.72E-05	4.26E-05	4.72E-05	5.79E-05	6.60E-05	7.53E-05	8.94E-05	0.000102113	0.000116949	0.000136812	0.000154057	0.000174603	0.000192746	0.000222538	0.000251653	0.000282047	0.000313668	0.000346347	0.000380793	0.000426037	0.00047023	0.000534581	0.000587902	0.00066604	0.000730454	0.00082401	0.000912579	0.001009833	0.001126842	0.001288028	0.001390801	0.001518219	0.001645319	0.001808737	0.001973608	0.002132395	0.002296705	0.002481127	0.002673189	0.002866325	0.003047241	0.00324329	0.003400998	0.003561334	0.003734593	0.003898049	0.004033976	0.004157655	0.004250414	0.004349786	0.004430981	0.004499	0.004548497	0.004590404		
Die_TURBT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06	1.12E-06		
Invite_DS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824	0.250164824		
Respond_DS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015	0.137944015		
Positive_DS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008	0.025008008		
Respond_Cyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452	0.000222452		
Diagnostic_Cyst	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976		
TURBT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976	0.000152976		
FP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06	6.53E-06		
FN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591	0.000905591		
65y 5times an																																																																									
0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70			
TOTAL_COSTS	0	0.007671305	0.040511643	0.10669684	0.196901877	0.299148104	0.404842337	0.528522194	0.673412268	0.824372744	0.986754816	1.171176362	1.369989917	1.585041453	1.810776038	2.038628155	2.27622754	2.556295262	2.887657207	3.24536751	3.608334223	3.989362096	4.415368439	4.884900172	5.386665806	5.913109563	6.495148267	7.128366442	7.789524538	8.483346157	9.232479763	10.04425802	10.90682653	11.83118765	12.84118174	13.94630494	16.69596002	20.92107684	25.13591898	29.40218746	33.64928903	36.49681629	38.03879627	39.64800001	41.3448374	43.13710021	44.98798641	46.87465196	48.7992172	50.76434994	52.77696523	54.80799486	56.80023968	58.75487824	60.68886043	62.60073554	64.46560447	66.22763566	67.90743611	69.4869496	70.93073851	72.24242957	73.41030613	74.44525709	75.3479938	76.11061924	76.74812698	77.26907668	77.68273763	78.01221679	78.26381482	13.8758043	
BC_COSTS	0	0.007671305	0.040511643	0.10669684	0.196901877	0.299148104	0.404842337	0.528522194	0.673412268	0.824372744	0.986754816	1.171176362	1.369989917	1.585041453	1.810776038	2.038628155	2.27622754	2.556295262	2.887657207	3.24536751	3.608334223	3.989362096	4.415368439	4.884900172	5.386665806	5.913109563	6.495148267	7.128366442	7.789524538	8.483346157	9.232479763	10.04425802	10.90682653	11.83118765	12.84118174	13.94630494	15.21603007	16.60080013	18.03986915	19.54656603	21.10231879	22.65114713	24.1931271	25.80233084	27.49916823	29.29143104	31.14231724	33.0289828	34.95354803	36.91868078	38.93129607	40.9623257	42.95457051	44.90920908	46.84319127	48.75506637	50.6199353	52.38196649	54.06176695	55.64128044	57.08506935	58.3967604	59.56463696	60.59958792	61.50232463	62.26495008	62.90245781	63.42340751	63.83706847	64.16654762	64.41814565		
DIAG_COSTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.264367302	9.752069412	16.32993498	23.12909583	30.01610484	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375	33.45848375		" 549,325.14 "
SCREEN_COSTS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533809512	1.557394597	2.553447635	3.535633563	4.48751351	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997	4.946163997		
