1	2	3	4	5	6	7	8	9	10				1	2	3	4	5	6	7	8	9	10
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		89	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		90	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		91	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		92	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		93	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		94	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		95	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		96	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		97	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		98	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		99	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		100	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		2	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		3	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		4	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		5	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		6	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		7	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		8	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		9	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		11	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		12	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		13	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		14	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		15	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		16	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		17	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		18	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		19	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		20	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		21	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		22	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		23	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		24	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!
