1	2	3	4	5	6	7	8	9	10
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.478	0.08309387	0.090624184	0.09965537	0.110685805	0.013084648	0.013258126	0.013436266	0.013619258	0.013807303
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.216	0.08309949	0.090630869	0.099663454	0.110695778	0.013068399	0.013241443	0.013419132	0.013601654	0.013789211
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.218	0.095716113	0.105847416	0.118377353	0.134272132	0.013095731	0.013269505	0.013447953	0.013631266	0.013819645
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.274	0.095730028	0.105864433	0.118398637	0.134299517	0.013080357	0.013253721	0.013431741	0.013614609	0.013802525
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
0.445	0.127027027	0.145510836	0.170289855	0.205240175	0.013113553	0.013287803	0.013466747	0.013650576	0.013839493
