"","mult.smoke","mult.past.smoke","predict_smoke","predict_past.smoke"
"1",1.36043594129632,1.60702727517618,2.73210781895711,3.02777970835799
"2",1.77445875403644,1.33438369770344,3.54926544033394,2.52520794727456
"3",1.33248227558944,1.66888022039251,2.67534519012232,3.13796596268358
"4",1.02336444513868,1.67373615748648,2.06412892407196,3.15338651812456
"5",1.83278306059513,1.03661937755924,3.6606227831073,1.98579989029291
"6",1.25719782879975,1.42978722154995,2.53935212918123,2.70356506435904
"7",1.0433232903041,0.934843502903229,2.12673385927114,1.79779231066186
"8",1.68237394074299,1.48862695555072,3.35898265918185,2.8028769150791
"9",1.42880303719804,1.22365316839885,2.883218101586,2.32837892426589
"10",1.4806518174651,1.15525712461525,2.98760324644285,2.20966090316429
"11",1.13004860795338,1.54805023465176,2.28014258713804,2.92155645661409
"12",1.19705843021817,1.75518588197386,2.40071132686902,3.29286060265715
"13",1.7362916555369,1.34059148636717,3.46415603634395,2.53456550413287
"14",1.12853216757874,1.76716632418581,2.26940407795426,3.31324025470143
"15",1.7913543256935,0.916461941558887,3.59638173489971,1.76359228791188
"16",1.85508480282911,1.18216137035973,3.70030399524542,2.25948230886467
"17",1.25413892305477,1.01114423030941,2.55644341805482,1.9427043529533
"18",1.18471292215872,1.58819943986495,2.38234083915692,2.99629283964022
"19",1.43534296430911,1.60209411607021,2.88411530738647,3.01904459795127
"20",1.30007452054776,1.43679613206852,2.62731474220836,2.71834355522032
"21",1.09007048733408,1.19624928366855,2.21086720702985,2.27743547954986
"22",1.61249863416881,1.39886634735488,3.22675711455098,2.64243107183587
"23",1.24088173082643,1.15127246567623,2.52204769360005,2.19958567872012
"24",1.8322052987755,1.10481154364552,3.66725245520985,2.11979338413075
"25",1.90352863979851,1.79246541793291,3.76660176809904,3.36006964090326
"26",1.25396074192222,0.960259419198604,2.55403818833044,1.84307575901234
"27",1.03879138440094,1.72157285560089,2.09093722596602,3.23357191857538
"28",1.19871611423626,1.1345629832682,2.43873978106504,2.17077210563175
"29",1.54325859206677,0.986944886782332,3.11824622049423,1.89474793419237
"30",1.07302953912647,0.863018653566921,2.19732868507561,1.66327628916307
"31",2.09229483306346,1.67239900451596,4.12503803154617,3.14140437820367
"32",1.26213419051466,1.7996757088072,2.52547122661716,3.36614116057505
"33",1.59672672150637,1.46666421612402,3.19036791003598,2.76442994605416
"34",1.57035423839318,1.72466069276664,3.134383798123,3.2391469412134
"35",2.04584855223924,1.40503549101934,4.04837727442114,2.64881364762263
"36",1.83356225380696,0.935008061789367,3.67681754724062,1.79768740034011
"37",2.09762262823188,1.48484838107798,4.15197480445256,2.79851450692117
"38",2.02864984668772,1.49620823157283,4.0108112641884,2.81342438535162
"39",1.77805250129544,0.838860214660625,3.57456113144346,1.61709461368205
"40",1.89647299569714,1.57864479156167,3.77149393199657,2.97541074047984
"41",1.24912970236479,1.71960431409015,2.50360595273611,3.23018860633917
"42",1.08759149015393,1.37682695216034,2.20211722812012,2.61193968590224
"43",1.74671024284692,0.808636671769532,3.51051550306247,1.56163822369472
"44",1.32842745883691,1.65757237681538,2.66903780770571,3.11816862701562
"45",1.25981519141736,1.20360152976334,2.55626605848899,2.29340111080749
"46",1.65366928481106,1.76163959033346,3.29718458895665,3.30680723864022
"47",1.04605691215951,1.18467229530491,2.13079522508665,2.25942508368308
"48",1.04439819190531,0.811815828610606,2.14702938193406,1.56988329850951
"49",1.84296644817503,1.77602281300648,3.65716094306708,3.33079996008573
"50",1.56649259003588,1.74553111090103,3.12816827956267,3.27964283256797
"51",1.67732790601072,1.55509969588852,3.34176340541974,2.92409906650264
"52",2.069759437514,0.913560227821704,4.12036675731361,1.75693814490998
"53",1.28874289730064,1.50598714026746,2.5988901578949,2.84340924046766
"54",1.37813665381456,1.45468630128884,2.7811874331832,2.74568292593351
"55",1.35023282143484,1.35657505285172,2.73456764780253,2.57043699798995
"56",1.85833535949554,1.26393317065623,3.69852420484116,2.39894864518604
"57",1.52282404332594,1.68006690937418,3.04609555411071,3.15916481873775
"58",1.61761080642767,0.9985941658047,3.26562476113241,1.91769783291336
"59",1.11774823302208,1.43013446146342,2.2656523418425,2.70949722429813
"60",1.49142445894337,1.11314662264998,3.00392603078898,2.1348872348161
"61",2.08322823038592,1.77028450407534,4.11048863604312,3.32351826116815
"62",1.48043294575299,1.34977703498528,2.98100116054159,2.55660846660395
"63",1.63392176675976,1.29251232609212,3.27417398373292,2.451851612091
"64",1.72197705453058,0.863994327632436,3.46032799575721,1.66361480264465
"65",1.02858850938417,1.40744509760956,2.08320651589054,2.66434456413628
"66",1.61845824216477,1.03644272288775,3.25544582480196,1.98532790559102
"67",1.27513036316426,1.28958620588154,2.58245486311691,2.44897889241198
"68",2.01324362702544,1.29369271441551,3.99734499579931,2.45517577072741
"69",1.21871478431688,1.60487367147899,2.44798448516764,3.0218925005347
"70",1.00237174494968,1.34388636702866,2.03595161239787,2.55290168984928
"71",1.5549912899123,1.16248739235973,3.13108122175168,2.22447677052877
"72",1.78225175594174,0.822182477315412,3.5859942663594,1.58526753278288
"73",1.25918019868189,1.74105346331818,2.51919376585664,3.26618890478253
"74",1.76736308832455,0.882300929613084,3.55155441652926,1.70066986074295
"75",1.58307010891814,1.24005807454979,3.17940521049741,2.35946008849866
"76",1.33350030176064,1.14170148360401,2.70074621996995,2.1818520165444
"77",2.03788649709439,1.44127997015282,4.03304247103464,2.71327450828531
"78",1.52881474122253,0.961051972186847,3.09243696876207,1.84645630489612
"79",1.58765602689992,1.63579478944776,3.16628023298687,3.07619290749445
"80",1.94865546576221,1.53282346139366,3.86095511662594,2.88274817061271
"81",1.81670673628687,1.52704754425816,3.6064936399251,2.87092295206721
"82",1.79812498258194,1.44409083499827,3.58835300747859,2.72052024973764
"83",1.37259127288102,0.871229950714817,2.7783120896833,1.67741840601007
"84",1.90958284083596,0.809392085940008,3.82576693988792,1.5651627318662
"85",1.72845717038007,1.12155154805694,3.46631619937695,2.14892039077084
"86",1.61111108071895,1.30113677867606,3.23163786922475,2.46705083491887
"87",1.56310233306728,1.40118867295032,3.13254338310182,2.64458128576609
"88",1.06323173280158,1.64812442944615,2.14403240734049,3.10587786649713
"89",2.01280332733018,1.54321199431738,3.98936056737589,2.90663335214801
"90",1.90044118505711,0.956167469332655,3.80726544871675,1.83267830982745
"91",1.52501631300044,0.944400270896791,3.08438836032461,1.81302586497173
"92",1.60800063746612,1.74665969812898,3.20850317900541,3.28281742458636
"93",1.05510363887566,1.28721466687057,2.14111695763828,2.44484093740361
"94",1.64639464913637,1.09636413130065,3.30913681505745,2.10288847493301
"95",1.92518732965434,1.66571613630954,3.81635816959097,3.1322050616957
"96",1.82575734082086,0.932584947994368,3.66215490069942,1.79402042015207
"97",1.73305417859817,1.28984797948235,3.46441906125677,2.44723109621162
"98",1.70320019493011,1.6344834029145,3.39230340564131,3.07513884149543
"99",1.68878897860835,0.813516524762716,3.39609356640576,1.56981702018013
"100",1.24464205214417,0.88019579916278,2.5350183089163,1.6937360600776
"101",1.82153696729329,1.05619618950617,3.6397885583507,2.02168023941992
"102",1.0479364897755,1.21269667815438,2.13279219350072,2.31001857582072
"103",1.25840757914092,1.12454170321689,2.56011767785378,2.15281815543585
"104",1.96157863934253,1.26036862227057,3.90090229727508,2.39284817418452
"105",2.05248585404294,0.970941328759258,4.08931056715356,1.86121365469664
"106",1.7074109385818,1.71953464254346,3.39174360641391,3.23185846711884
"107",1.52974934116655,1.78191341740032,3.05916559577118,3.34587873232902
"108",1.1467837525371,1.38426335629234,2.31362268273179,2.62294546144468
"109",1.74307811336132,0.814448210598256,3.50604771580761,1.57254955147946
"110",1.33259755544837,1.77903609896067,2.67127594448678,3.33369838238136
"111",1.51966850254476,1.07374719896806,3.06072340388805,2.06136034944245
"112",1.64577391527616,1.50243755683932,3.28288486519923,2.82865389947735
"113",1.91837353194638,1.20150635398769,3.81862462537834,2.29042331515033
"114",1.84299753730732,0.991122407967565,3.69063783037216,1.89982299810752
"115",1.14128670743379,1.07987791835671,2.32881511525939,2.07677985874227
"116",1.01976760658707,1.46138988769825,2.06870560670964,2.7678615805598
"117",1.42693429857081,0.812682159114138,2.89110766837359,1.56710526075523
"118",1.38470088662994,1.59236913677603,2.780835939846,3.00045849505274
"119",1.19774751468363,1.65975696608179,2.40313410048712,3.12736266699133
"120",1.70204261623436,1.19462921141714,3.41803791942242,2.27676935222103
"121",1.82814865951774,1.34641505113205,3.64474973760097,2.54762216111654
"122",1.91691860522122,1.29177130434858,3.81109649740775,2.45105828487498
"123",1.72355979045398,1.63109550873466,3.4331715516629,3.07213237448113
"124",1.08740691078842,1.53419108491199,2.19725005035567,2.89817042046159
"125",1.823380800654,1.57418042463938,3.62092290337191,2.9614175726202
"126",1.47299651382102,1.35860798368008,2.96541437360594,2.5708955297676
"127",1.83539091780812,0.950049970301426,3.67802331869416,1.82205386214812
"128",1.66394809114309,1.18573403731749,3.339492811324,2.26108809752723
"129",1.94388309673585,1.40998405932372,3.85278723344017,2.65986697694377
"130",2.00072020214279,1.6123862913289,3.95541602719249,3.03298417429967
"131",1.91670273977196,1.74636918833591,3.80220222846254,3.27792139272907
"132",1.76760486736005,1.51131963398179,3.51801408744298,2.8423094031724
"133",1.50109824219915,0.90486963945741,3.03620126693249,1.74045891119725
"134",1.64530018864256,1.07166026795873,3.31196182584021,2.05504098962922
"135",1.50147477726144,1.48833226900853,3.00924724860677,2.80545733496789
"136",1.78319857327857,0.997476554912311,3.5731283911348,1.91142273767195
"137",2.06479014700194,1.11734326761388,4.10944756258679,2.13783818335513
"138",1.13913545718886,0.824103482256998,2.33779501114708,1.59181188059102
"139",1.6665343402976,1.32488478882612,3.33194435136075,2.5074946008249
"140",1.07111649717955,0.863304702790309,2.19512537598013,1.66373554630688
"141",1.62736312132132,1.24999119071247,3.26372079457186,2.37698916662934
"142",1.83137759788114,1.7094354352361,3.63727897428702,3.21282740866028
"143",1.92871385602571,0.983618502270581,3.85647160736837,1.88370480544331
"144",1.63634332710863,0.919411704558328,3.29824868013055,1.7697757465901
"145",1.93523190308554,1.24291172924583,3.84461761080444,2.36277708400966
"146",1.82062388320681,1.76947083916746,3.60859034767429,3.31912039345433
"147",1.75505599834762,1.10787020317209,3.51864538016334,2.12471227654828
"148",1.97899307818864,1.13639158331078,3.942901951117,2.17130942582473
"149",2.05166727924878,1.52817119547622,4.06350201705519,2.87630840698168
"150",1.89724122621728,1.29779691815883,3.7739328043159,2.46212578684049
