"","P.onset","P.onset_low.risk","P.onset_age","RR.onset_sex","P.sympt.diag_LGBC","P.sympt.diag_A_HGBC","P.sympt.diag_B_HGBC","P.sympt.diag_Age80_HGBC","shape.t.StI.StII","shape.t.StII.StIII","shape.t.StIII.StIV","P.LGtoHGBC"
"1",8.03128e-05,0.1567613544,0.8036115832,1.4897581184,0.0265733288,0.0224127784,0.846436396,0.701775244,1.0738284096,0.8549836624,1.1333979424,0.00384
"2",9.03519e-05,0.1763565237,1,1.6759778832,0.0298949949,0.0252143757,1.01,0.7894971495,1.2080569608,1.001,1.2750726852,0.00432
"3",8.9247486538898e-05,0.176804867070579,1,1.6285423546691,0.0315472865032688,0.031652096420053,1.01,0.776500828599758,1.19073203423317,1.001,1.20892394978316,0.00427775754586849
"4",8.7767149808983e-05,0.176211405495422,1,1.58545544748899,0.0322406578713432,0.0364530225580773,1.02723165877092,0.788902290423141,1.15809314974693,1.001,1.17943647568032,0.00428041842626425
"5",8.90971651058815e-05,0.180650878171442,1,1.53608469676542,0.0330121037705802,0.0422212459872538,1.02458833236813,0.78507283763639,1.15649215336419,1.001,1.15200901577546,0.00443669936436501
"6",8.95271313521559e-05,0.179381069834732,1,1.50196326580444,0.0341288239489333,0.0466437812956363,1.05796519553665,0.811194754163439,1.15427910407416,1.001,1.12081959006594,0.00447440384538747
"7",8.95271313521559e-05,0.179381069834732,1,1.50196326580444,0.0341288239489333,0.0466437812956363,1.05796519553665,0.811194754163439,1.15427910407416,1.001,1.12081959006594,0.00447440384538747
"8",9.13690082092142e-05,0.180854883969574,1,1.50042888547656,0.0360407082982719,0.050670972225127,1.02331932638177,0.812766000957183,1.12143819348516,1.001,1.09447981979028,0.00448291598234637
"9",9.2533318413972e-05,0.17949621052446,1,1.4523930416081,0.0368423011270515,0.055553696192301,1.03381354374506,0.825446668263005,1.09938849937408,1.001,1.0536625885721,0.00464383845051824
"10",9.41142908272125e-05,0.181953530881574,1,1.44626477459374,0.037846065496892,0.0590714540854632,1.01181107534688,0.850443078369216,1.08474780040931,1.001,1.04367828872997,0.00471399064754376
"11",9.41142908272125e-05,0.181953530881574,1,1.44626477459374,0.037846065496892,0.0590714540854632,1.01181107534688,0.850443078369216,1.08474780040931,1.001,1.04367828872997,0.00471399064754376
"12",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"13",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"14",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"15",9.62896186452674e-05,0.18517872521014,1,1.39788986606221,0.0380413353315829,0.0613003284925971,1.01027098220167,0.832219093426437,1.10375931641791,1.001,1.00358724747552,0.00466982182344685
"16",9.8096357036278e-05,0.184717647740378,1,1.32539581923848,0.0380395269933438,0.0635388192488261,1.02110209432367,0.839437917227927,1.06658590797961,1.001,1.001,0.00457641638518036
"17",9.86851675148266e-05,0.180159231805356,1,1.30233111670571,0.0380546800133451,0.0641625033320735,1.0395702838401,0.847235255543605,1.049824737628,1.001,1.001,0.00452099155329075
"18",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"19",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"20",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"21",9.74034771162479e-05,0.180642709834281,1,1.29472136936471,0.0386528345710493,0.0668491368453462,1.05817068114014,0.843846734138964,1.05360486941053,1.001,1.001,0.00460548770172295
"22",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"23",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"24",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"25",9.71123328953875e-05,0.182054992301865,1,1.23550660590365,0.0377272662033665,0.0710417087228968,1.02088814573823,0.829764683522177,1.03879372742651,1.001,1.001,0.00457502586129406
"26",9.69524119140744e-05,0.17774322661784,1,1.18975297069358,0.0391469652172883,0.0735106596133629,1.02972009160296,0.823772924268335,1.001,1.001,1.001,0.00445707153349263
"27",9.69610375974785e-05,0.175837598387925,1,1.18914750010392,0.039249343992487,0.0752353466396541,1.0151455261543,0.811348318478553,1.001,1.01818631342778,1.001,0.00431566460240946
"28",9.69610375974785e-05,0.175837598387925,1,1.18914750010392,0.039249343992487,0.0752353466396541,1.0151455261543,0.811348318478553,1.001,1.01818631342778,1.001,0.00431566460240946
"29",9.75475758582784e-05,0.177546568347989,1,1.19135348157794,0.0407398838167844,0.0764541978476063,1.03325383842139,0.83867231551272,1.00468333808219,1.001,1.001,0.00421255089962309
"30",9.75475758582784e-05,0.177546568347989,1,1.19135348157794,0.0407398838167844,0.0764541978476063,1.03325383842139,0.83867231551272,1.00468333808219,1.001,1.001,0.00421255089962309
"31",9.75475758582784e-05,0.177546568347989,1,1.19135348157794,0.0407398838167844,0.0764541978476063,1.03325383842139,0.83867231551272,1.00468333808219,1.001,1.001,0.00421255089962309
"32",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"33",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"34",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"35",9.90180653599863e-05,0.18514229893411,1,1.15204993913592,0.0401338788768558,0.0759311676186706,1.05542896257345,0.805559575026187,1.01091980701825,1.001,1.01900750544358,0.00411649253727761
"36",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"37",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"38",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"39",9.77527880004737e-05,0.183970254757388,1,1.1722509738802,0.0408467468401577,0.0786106181274313,1.06314357076999,0.797049352140871,1.00350864948385,1.001,1.001,0.0041706059909459
"40",9.37974271593982e-05,0.187499480701274,1,1.17398771159057,0.039959193146001,0.0793908012739373,1.080059915238,0.815713945005807,1.001,1.001,1.001,0.00424235502500809
"41",9.79731613864145e-05,0.181678309128663,1,1.16647963569081,0.0416346110162332,0.0793380101004033,1.07825428527469,0.795082351299884,1.001,1.001,1.001,0.00424708851438965
"42",9.79731613864145e-05,0.181678309128663,1,1.16647963569081,0.0416346110162332,0.0793380101004033,1.07825428527469,0.795082351299884,1.001,1.001,1.001,0.00424708851438965
"43",9.79731613864145e-05,0.181678309128663,1,1.16647963569081,0.0416346110162332,0.0793380101004033,1.07825428527469,0.795082351299884,1.001,1.001,1.001,0.00424708851438965
"44",9.66904973457264e-05,0.176409298670631,1,1.15598514661094,0.0420285312872777,0.0799509202075014,1.09905643407857,0.790197041954022,1.001,1.001,1.001,0.00431294539801314
"45",9.66904973457264e-05,0.176409298670631,1,1.15598514661094,0.0420285312872777,0.0799509202075014,1.09905643407857,0.790197041954022,1.001,1.001,1.001,0.00431294539801314
"46",9.47342568352833e-05,0.17652645470885,1,1.14418882413833,0.0421789887657236,0.0801096226763074,1.1078841470789,0.816419293735802,1.001,1.001,1.001,0.00440503486600968
"47",9.71647862323318e-05,0.180905501692548,1,1.15683871855466,0.0417668150453106,0.0821895130951996,1.13980164047125,0.827666879828903,1.001,1.001,1.001,0.00440483414230418
"48",9.58583067290392e-05,0.177898858795033,1,1.16534992346074,0.0429247004753034,0.0835561594103348,1.14806116060763,0.827861448644212,1.001,1.001,1.001,0.00434523522925371
"49",9.30002642534621e-05,0.184458810856745,1,1.1529339505997,0.0439069185893011,0.0858673218506103,1.13399869116695,0.831179307661865,1.001,1.001,1.001,0.00436562140234251
"50",9.16028595453736e-05,0.184693380981571,1,1.11777500677676,0.043717492033269,0.0855200551359431,1.10405019325099,0.833031833035633,1.001,1.001,1.001,0.00448310092965856
"51",8.96671900078588e-05,0.182757803282501,1,1.11073873225606,0.0425513956294996,0.0868153361488876,1.09565718403058,0.817361852398598,1.001,1.001,1.001,0.00443282846386472
"52",8.96671900078588e-05,0.182757803282501,1,1.11073873225606,0.0425513956294996,0.0868153361488876,1.09565718403058,0.817361852398598,1.001,1.001,1.001,0.00443282846386472
"53",8.96671900078588e-05,0.182757803282501,1,1.11073873225606,0.0425513956294996,0.0868153361488876,1.09565718403058,0.817361852398598,1.001,1.001,1.001,0.00443282846386472
"54",9.16055446540167e-05,0.183975465521834,1,1.15483543635598,0.0437686736595134,0.0877466678192066,1.12123332957351,0.816599322537192,1.001,1.001,1.00234612627934,0.00425368112406277
"55",9.07489517287863e-05,0.180958904203776,1,1.16361615467971,0.0431778204588448,0.0869945696598511,1.10763083740746,0.803212267786614,1.001,1.001,1.001,0.00434737538193554
"56",9.07489517287863e-05,0.180958904203776,1,1.16361615467971,0.0431778204588448,0.0869945696598511,1.10763083740746,0.803212267786614,1.001,1.001,1.001,0.00434737538193554
"57",9.41720976629732e-05,0.17654130798125,1,1.13320276604718,0.0425074064361719,0.0863126934335114,1.12665068331079,0.78778665820012,1.001,1.001,1.001,0.00436491292942858
"58",9.2838446508089e-05,0.176485454482319,1,1.12085305458497,0.0427026080579375,0.0861030450818521,1.12074502022889,0.789946507381126,1.001,1.001,1.001,0.00413718532488455
"59",9.39099874969092e-05,0.170234257252567,1,1.12805756388869,0.0424413602619169,0.086224376935873,1.11959439943821,0.794377901178892,1.001,1.001,1.001,0.00411401805851955
"60",9.01968099107745e-05,0.171562290317774,1,1.15523046550255,0.0430840748964439,0.0860962485292955,1.10872707291299,0.796870448645424,1.001,1.001,1.001,0.00415045943976059
"61",8.98848993610784e-05,0.167103887598548,1,1.14638257852443,0.0426552867528265,0.0859103268888949,1.10376113114121,0.804459801427736,1.001,1.001,1.001,0.00418787167034917
"62",8.98848993610784e-05,0.167103887598548,1,1.14638257852443,0.0426552867528265,0.0859103268888949,1.10376113114121,0.804459801427736,1.001,1.001,1.001,0.00418787167034917
"63",8.61558190219655e-05,0.167836713603948,1,1.12743162768076,0.0439701778731226,0.087091538045607,1.11808904006858,0.832536775831633,1.001,1.001,1.001,0.00415826359436262
"64",8.71167440067497e-05,0.165198561372695,1,1.0921317295539,0.0440554764490234,0.0858127169057042,1.10604049441726,0.820934537374365,1.001,1.001,1.001,0.00423414769923289
