1	2	3	4	5	6	7	8	9	10
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.019	0.016456849	0.016456849	0.016456849	0.016456849	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.01	0.018699835	0.018699835	0.018699835	0.018699835	0.040825359	0.040825359	0.040825359	0.040825359	0.040825359
0.029	0.024855846	0.024855846	0.024855846	0.024855846	0.040805191	0.040805191	0.040805191	0.040805191	0.040805191
0.029	0.024855846	0.024855846	0.024855846	0.024855846	0.040805191	0.040805191	0.040805191	0.040805191	0.040805191
0.029	0.024855846	0.024855846	0.024855846	0.024855846	0.040805191	0.040805191	0.040805191	0.040805191	0.040805191
0.029	0.024855846	0.024855846	0.024855846	0.024855846	0.040805191	0.040805191	0.040805191	0.040805191	0.040805191
0.029	0.024855846	0.024855846	0.024855846	0.024855846	0.040805191	0.040805191	0.040805191	0.040805191	0.040805191
