1	2	3	4	5	6	7	8	9	10
0.64	0.307062766	0.307062766	0.307062766	0.307062766	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.64	0.307062766	0.307062766	0.307062766	0.307062766	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.64	0.307062766	0.307062766	0.307062766	0.307062766	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.64	0.307062766	0.307062766	0.307062766	0.307062766	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.64	0.307062766	0.307062766	0.307062766	0.307062766	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.64	0.252824558	0.252824558	0.252824558	0.252824558	0.071089712	0.071089712	0.071089712	0.071089712	0.071089712
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.627	0.313180977	0.313180977	0.313180977	0.313180977	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
0.613	0.319478608	0.319478608	0.319478608	0.319478608	0.013364527	0.013364527	0.013364527	0.013364527	0.013364527
