"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"all.symptomatic"
"1386"	0.948	0	0	0.052	0	0	0	0	0
"1387"	0.926	0.002	0	0.072	0	0	0	0	0
"1388"	0.998	0	0	0.002	0	0	0	0	0
"1389"	0.938	0	0.002	0.06	0	0	0	0	0
"1390"	0.924	0	0	0.076	0	0	0	0	0
"1391"	1	0	0	0	0	0	0	0	0
"1392"	0.962	0	0	0.038	0	0	0	0	0
"1393"	0.788	0.006	0	0.206	0	0	0	0	0
"1394"	0.926	0	0	0.074	0	0	0	0	0
"1395"	0.882	0	0	0.118	0	0	0	0	0
"1396"	0.996	0	0	0.004	0	0	0	0	0
"1397"	0.932	0	0.002	0.066	0	0	0	0	0
"1398"	0.766	0	0.001996	0.23	0	0	0	0.002	4e-06
"1399"	0.994	0	0	0.006	0	0	0	0	0
"1400"	1	0	0	0	0	0	0	0	0
"1401"	0.65	0.006	0.001996	0.334	0.003984	0	0	0.004	2e-05
"1402"	0.988	0	0	0.012	0	0	0	0	0
"1403"	0.778	0.002	0	0.22	0	0	0	0	0
"1404"	0.616	0.01	0.004	0.368	0.001992	0	0	0	8e-06
"1405"	0.736	0.004	0	0.26	0	0	0	0	0
"1406"	1	0	0	0	0	0	0	0	0
"1407"	0.992	0	0	0.008	0	0	0	0	0
"1408"	1	0	0	0	0	0	0	0	0
"1409"	0.934	0.002	0	0.064	0	0	0	0	0
"1410"	0.956	0	0	0.044	0	0	0	0	0
"1411"	0.992	0	0	0.008	0	0	0	0	0
"1412"	0.624	0.01	0.003984	0.354	0	0	0.001996	0.006	2e-05
"1413"	0.98	0	0	0.02	0	0	0	0	0
"1414"	0.96	0	0	0.04	0	0	0	0	0
"1415"	0.944	0	0	0.054	0	0	0	0.002	0
"1416"	0.962	0	0.001996	0.036	0	0	0	0	4e-06
"1417"	0.992	0	0	0.008	0	0	0	0	0
"1418"	0.898	0	0	0.1	0	0	0	0.002	0
"1419"	1	0	0	0	0	0	0	0	0
"1420"	0.992	0	0	0.008	0	0	0	0	0
"1421"	0.982	0	0	0.018	0	0	0	0	0
"1422"	0.956	0.002	0	0.042	0	0	0	0	0
"1423"	0.962	0	0	0.038	0	0	0	0	0
"1424"	0.998	0	0	0.002	0	0	0	0	0
"1425"	0.666	0.014	0.001996	0.316	0	0.002	0	0	4e-06
"1426"	0.984	0	0	0.016	0	0	0	0	0
"1427"	0.982	0	0	0.018	0	0	0	0	0
"1428"	0.912	0	0	0.088	0	0	0	0	0
"1429"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1430"	0.978	0	0	0.022	0	0	0	0	0
"1431"	0.962	0.002	0	0.036	0	0	0	0	0
"1432"	0.936	0.002	0	0.06	0	0	0	0.002	0
"1433"	0.948	0	0	0.052	0	0	0	0	0
"1434"	0.826	0	0	0.174	0	0	0	0	0
"1435"	0.998	0	0	0.002	0	0	0	0	0
"1436"	0.988	0	0	0.012	0	0	0	0	0
"1437"	0.92	0.004	0.001996	0.074	0	0	0	0	4e-06
"1438"	0.974	0	0	0.026	0	0	0	0	0
"1439"	0.83	0	0	0.17	0	0	0	0	0
"1440"	0.998	0	0	0.002	0	0	0	0	0
"1441"	1	0	0	0	0	0	0	0	0
"1442"	0.968	0	0	0.03	0.001996	0	0	0	4e-06
"1443"	0.996	0	0	0.004	0	0	0	0	0
"1444"	0.946	0	0	0.054	0	0	0	0	0
"1445"	0.976	0.002	0	0.022	0	0	0	0	0
"1446"	0.868	0	0	0.132	0	0	0	0	0
"1447"	0.984	0	0	0.016	0	0	0	0	0
"1448"	0.84	0	0	0.16	0	0	0	0	0
"1449"	0.99	0	0	0.01	0	0	0	0	0
"1450"	0.97	0.002	0	0.028	0	0	0	0	0
"1451"	0.998	0	0	0.002	0	0	0	0	0
"1452"	0.942	0	0	0.058	0	0	0	0	0
"1453"	1	0	0	0	0	0	0	0	0
"1454"	0.966	0.002	0	0.03	0.001996	0	0	0	4e-06
"1455"	0.852	0.002	0	0.146	0	0	0	0	0
"1456"	0.744	0.006	0	0.248	0	0	0	0.002	0
"1457"	0.98	0	0	0.02	0	0	0	0	0
"1458"	0.474	0.008	0.003984	0.512	0	0	0	0.002	1.6e-05
"1459"	1	0	0	0	0	0	0	0	0
"1460"	0.838	0.002	0	0.158	0	0	0.002	0	0
"1461"	0.984	0.002	0	0.014	0	0	0	0	0
"1462"	0.958	0	0	0.042	0	0	0	0	0
"1463"	0.988	0	0	0.012	0	0	0	0	0
"1464"	0.956	0	0	0.044	0	0	0	0	0
"1465"	0.964	0	0	0.036	0	0	0	0	0
"1466"	0.984	0	0	0.016	0	0	0	0	0
"1467"	0.846	0.004	0.001996	0.148	0	0	0	0	4e-06
"1468"	0.894	0	0	0.106	0	0	0	0	0
"1469"	0.968	0	0	0.032	0	0	0	0	0
"1470"	0.824	0	0	0.176	0	0	0	0	0
"1471"	0.676	0.004	0.003984	0.314	0	0	0	0.002	1.6e-05
"1472"	0.978	0	0	0.022	0	0	0	0	0
"1473"	0.95	0	0	0.048	0	0	0	0.002	0
"1474"	0.836	0.004	0	0.16	0	0	0	0	0
"1475"	0.994	0	0	0.006	0	0	0	0	0
"1476"	0.992	0	0	0.008	0	0	0	0	0
"1477"	0.908	0	0	0.092	0	0	0	0	0
"1478"	0.964	0	0	0.036	0	0	0	0	0
"1479"	0.974	0	0	0.026	0	0	0	0	0
"1480"	1	0	0	0	0	0	0	0	0
"1481"	0.804	0.002	0	0.19	0	0.001996	0	0.002	4e-06
"1482"	0.974	0	0	0.026	0	0	0	0	0
"1483"	0.988	0	0	0.012	0	0	0	0	0
"1484"	0.966	0	0	0.034	0	0	0	0	0
"1485"	0.948	0	0	0.052	0	0	0	0	0
"1486"	0.98	0	0	0.02	0	0	0	0	0
"1487"	0.98	0	0	0.02	0	0	0	0	0
"1488"	0.954	0	0	0.046	0	0	0	0	0
"1489"	1	0	0	0	0	0	0	0	0
"1490"	0.954	0.002	0	0.044	0	0	0	0	0
"1491"	0.938	0	0.001996	0.06	0	0	0	0	4e-06
"1492"	0.874	0.002	0.002	0.122	0	0	0	0	0
"1493"	0.89	0.004	0	0.106	0	0	0	0	0
"1494"	1	0	0	0	0	0	0	0	0
"1495"	0.52	0.02	0.0099	0.442	0	0	0	0.008	1e-04
"1496"	0.518	0.022	0.005952	0.448	0.002	0	0.001996	0.002	5.2e-05
"1497"	0.934	0	0	0.066	0	0	0	0	0
"1498"	1	0	0	0	0	0	0	0	0
"1499"	0.934	0.002	0	0.064	0	0	0	0	0
"1500"	0.984	0	0	0.016	0	0	0	0	0
"1501"	0.85	0.004	0	0.14	0	0	0.001996	0.004	4e-06
"1502"	0.998	0	0	0.002	0	0	0	0	0
"1503"	0.448	0.018	0.003984	0.522	0.001996	0.001996	0	0.004	2.4e-05
"1504"	0.95	0.002	0	0.048	0	0	0	0	0
"1505"	0.998	0	0	0.002	0	0	0	0	0
"1506"	0.992	0	0	0.008	0	0	0	0	0
"1507"	0.988	0	0	0.012	0	0	0	0	0
"1508"	0.992	0	0	0.008	0	0	0	0	0
"1509"	0.96	0	0	0.04	0	0	0	0	0
"1510"	0.926	0	0	0.074	0	0	0	0	0
"1511"	0.59	0.018	0	0.39	0	0	0	0.002	0
"1512"	0.95	0	0	0.05	0	0	0	0	0
"1513"	0.758	0.004	0	0.238	0	0	0	0	0
"1514"	0.994	0	0	0.006	0	0	0	0	0
"1515"	0.998	0	0	0.002	0	0	0	0	0
"1516"	0.864	0.002	0	0.134	0	0	0	0	0
"1517"	0.96	0.002	0	0.038	0	0	0	0	0
"1518"	0.998	0	0	0.002	0	0	0	0	0
"1519"	0.904	0.004	0	0.092	0	0	0	0	0
"1520"	0.83	0.002	0	0.168	0	0	0	0	0
"1521"	0.962	0.002	0	0.036	0	0	0	0	0
"1522"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1523"	0.772	0.002	0	0.226	0	0	0	0	0
"1524"	0.692	0.006	0.002	0.3	0	0	0	0	0
"1525"	0.958	0	0	0.042	0	0	0	0	0
"1526"	0.65	0	0	0.348	0	0	0	0.002	0
"1527"	0.942	0	0	0.058	0	0	0	0	0
"1528"	0.932	0	0	0.068	0	0	0	0	0
"1529"	0.376	0.02	0.003976	0.584	0	0	0.001996	0.014	2.8e-05
"1530"	0.996	0	0	0.004	0	0	0	0	0
"1531"	0.998	0	0	0.002	0	0	0	0	0
"1532"	0.998	0	0	0.002	0	0	0	0	0
"1533"	0.928	0	0.001996	0.07	0	0	0	0	4e-06
"1534"	0.814	0	0	0.186	0	0	0	0	0
"1535"	0.924	0.002	0	0.074	0	0	0	0	0
"1536"	0.996	0	0	0.004	0	0	0	0	0
"1537"	0.99	0	0	0.01	0	0	0	0	0
"1538"	0.988	0	0	0.012	0	0	0	0	0
"1539"	0.984	0	0	0.016	0	0	0	0	0
"1540"	0.992	0	0	0.008	0	0	0	0	0
"1541"	0.916	0	0	0.084	0	0	0	0	0
"1542"	0.99	0	0	0.01	0	0	0	0	0
"1543"	0.964	0	0.001996	0.034	0	0	0	0	4e-06
"1544"	0.976	0	0	0.024	0	0	0	0	0
"1545"	0.852	0.002	0	0.146	0	0	0	0	0
"1546"	0.948	0	0	0.052	0	0	0	0	0
"1547"	0.788	0.004	0.001996	0.206	0	0	0	0	4e-06
"1548"	0.876	0.002	0	0.122	0	0	0	0	0
"1549"	0.698	0.006	0	0.292	0	0	0	0.004	0
"1550"	0.998	0	0	0.002	0	0	0	0	0
"1551"	0.974	0	0	0.026	0	0	0	0	0
"1552"	0.916	0	0	0.084	0	0	0	0	0
"1553"	0.986	0	0	0.014	0	0	0	0	0
"1554"	0.738	0.002	0	0.26	0	0	0	0	0
"1555"	0.806	0.006	0.002	0.186	0	0	0	0	0
"1556"	1	0	0	0	0	0	0	0	0
"1557"	0.992	0	0	0.008	0	0	0	0	0
"1558"	0.988	0	0	0.012	0	0	0	0	0
"1559"	1	0	0	0	0	0	0	0	0
"1560"	0.802	0.004	0	0.194	0	0	0	0	0
"1561"	0.966	0	0	0.034	0	0	0	0	0
"1562"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1563"	0.98	0	0	0.02	0	0	0	0	0
"1564"	0.988	0	0	0.012	0	0	0	0	0
"1565"	0.998	0	0	0.002	0	0	0	0	0
"1566"	0.91	0.002	0	0.088	0	0	0	0	0
"1567"	0.968	0.002	0	0.03	0	0	0	0	0
"1568"	0.86	0.002	0	0.138	0	0	0	0	0
"1569"	0.806	0.002	0.001996	0.188	0	0	0	0.002	4e-06
"1570"	0.998	0	0	0.002	0	0	0	0	0
"1571"	0.972	0	0	0.028	0	0	0	0	0
"1572"	0.972	0	0	0.028	0	0	0	0	0
"1573"	0.964	0	0	0.036	0	0	0	0	0
"1574"	0.35	0.002	0	0.644	0	0	0	0.004	0
"1575"	0.98	0	0	0.02	0	0	0	0	0
"1576"	0.848	0.002	0.001996	0.148	0	0	0	0	4e-06
"1577"	0.524	0	0.002	0.468	0.001996	0	0.001996	0.002	8e-06
"1578"	0.958	0.002	0	0.04	0	0	0	0	0
"1579"	0.936	0.002	0	0.062	0	0	0	0	0
"1580"	0.956	0	0	0.044	0	0	0	0	0
"1581"	0.884	0.002	0	0.114	0	0	0	0	0
"1582"	0.956	0	0	0.044	0	0	0	0	0
"1583"	0.808	0.008	0	0.184	0	0	0	0	0
"1584"	0.914	0	0	0.086	0	0	0	0	0
"1585"	1	0	0	0	0	0	0	0	0
"1586"	0.988	0	0	0.012	0	0	0	0	0
"1587"	0.97	0	0	0.03	0	0	0	0	0
"1588"	0.948	0	0	0.052	0	0	0	0	0
"1589"	0.948	0	0	0.052	0	0	0	0	0
"1590"	0.936	0	0	0.062	0	0	0	0.002	0
"1591"	0.992	0	0	0.008	0	0	0	0	0
"1592"	0.986	0.002	0	0.01	0	0	0	0.002	0
"1593"	0.968	0	0	0.032	0	0	0	0	0
"1594"	0.878	0	0	0.122	0	0	0	0	0
"1595"	0.678	0.004	0.007936	0.31	0	0	0	0	6.4e-05
"1596"	0.874	0	0	0.126	0	0	0	0	0
"1597"	0.996	0	0	0.004	0	0	0	0	0
"1598"	0.91	0.004	0	0.082	0	0.001996	0	0.002	4e-06
"1599"	0.984	0	0	0.016	0	0	0	0	0
"1600"	0.994	0.002	0	0.004	0	0	0	0	0
"1601"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1602"	1	0	0	0	0	0	0	0	0
"1603"	0.754	0.002	0	0.244	0	0	0	0	0
"1604"	0.678	0.002	0	0.32	0	0	0	0	0
"1605"	0.97	0	0	0.03	0	0	0	0	0
"1606"	0.982	0	0	0.018	0	0	0	0	0
"1607"	0.942	0.002	0	0.056	0	0	0	0	0
"1608"	0.982	0	0	0.016	0.001996	0	0	0	4e-06
"1609"	0.99	0	0	0.01	0	0	0	0	0
"1610"	0.97	0	0	0.03	0	0	0	0	0
"1611"	1	0	0	0	0	0	0	0	0
"1612"	0.788	0.004	0	0.208	0	0	0	0	0
"1613"	0.968	0	0	0.032	0	0	0	0	0
"1614"	1	0	0	0	0	0	0	0	0
"1615"	0.844	0	0	0.156	0	0	0	0	0
"1616"	0.808	0.002	0.001996	0.188	0	0	0	0	4e-06
"1617"	0.94	0	0	0.06	0	0	0	0	0
"1618"	0.766	0.006	0	0.228	0	0	0	0	0
"1619"	0.87	0.002	0	0.126	0	0	0	0.002	0
"1620"	0.746	0	0	0.248	0	0	0	0.006	0
"1621"	0.824	0.002	0	0.17	0	0	0.001996	0.002	4e-06
"1622"	0.92	0.002	0.003984	0.074	0	0	0	0	1.6e-05
"1623"	0.994	0	0	0.006	0	0	0	0	0
"1624"	0.892	0.006	0	0.098	0.001996	0.001996	0	0	8e-06
"1625"	0.996	0	0	0.004	0	0	0	0	0
"1626"	0.996	0	0	0.004	0	0	0	0	0
"1627"	0.494	0.004	0.001996	0.498	0	0	0	0.002	4e-06
"1628"	0.908	0	0	0.092	0	0	0	0	0
"1629"	0.658	0.002	0.001996	0.338	0	0	0	0	4e-06
"1630"	0.998	0	0	0.002	0	0	0	0	0
"1631"	0.906	0.002	0	0.092	0	0	0	0	0
"1632"	0.984	0	0	0.016	0	0	0	0	0
"1633"	1	0	0	0	0	0	0	0	0
"1634"	1	0	0	0	0	0	0	0	0
"1635"	0.992	0	0	0.008	0	0	0	0	0
"1636"	0.968	0	0	0.032	0	0	0	0	0
"1637"	0.998	0	0	0.002	0	0	0	0	0
"1638"	0.98	0	0	0.02	0	0	0	0	0
"1639"	1	0	0	0	0	0	0	0	0
"1640"	0.866	0	0	0.134	0	0	0	0	0
"1641"	0.97	0	0	0.03	0	0	0	0	0
"1642"	0.98	0	0.001996	0.018	0	0	0	0	4e-06
"1643"	0.966	0	0.001996	0.032	0	0	0	0	4e-06
"1644"	0.99	0	0	0.01	0	0	0	0	0
"1645"	0.966	0	0	0.034	0	0	0	0	0
"1646"	0.966	0	0	0.034	0	0	0	0	0
"1647"	0.996	0	0	0.004	0	0	0	0	0
"1648"	1	0	0	0	0	0	0	0	0
"1649"	0.92	0	0.001996	0.078	0	0	0	0	4e-06
"1650"	0.97	0	0	0.03	0	0	0	0	0
"1651"	0.946	0.002	0	0.05	0	0.002	0	0	0
"1652"	0.998	0	0	0.002	0	0	0	0	0
"1653"	0.88	0.006	0.001996	0.112	0	0	0	0	4e-06
"1654"	0.926	0	0	0.074	0	0	0	0	0
"1655"	0.948	0	0	0.052	0	0	0	0	0
"1656"	0.988	0	0	0.012	0	0	0	0	0
"1657"	0.998	0	0	0.002	0	0	0	0	0
"1658"	0.948	0.002	0	0.05	0	0	0	0	0
"1659"	0.89	0	0	0.11	0	0	0	0	0
"1660"	0.952	0.002	0	0.046	0	0	0	0	0
"1661"	0.878	0.006	0	0.114	0	0	0	0.002	0
"1662"	0.726	0.004	0	0.27	0	0	0	0	0
"1663"	0.978	0	0	0.022	0	0	0	0	0
"1664"	0.902	0	0.001996	0.096	0	0	0	0	4e-06
"1665"	0.918	0	0	0.082	0	0	0	0	0
"1666"	0.968	0.002	0	0.03	0	0	0	0	0
"1667"	0.984	0	0	0.016	0	0	0	0	0
"1668"	0.988	0	0	0.012	0	0	0	0	0
"1669"	0.978	0.002	0	0.02	0	0	0	0	0
"1670"	0.824	0.002	0	0.174	0	0	0	0	0
"1671"	0.9	0	0.001996	0.098	0	0	0	0	4e-06
"1672"	0.926	0	0.003992	0.068	0	0	0	0.002	8e-06
"1673"	0.938	0	0	0.058	0	0	0	0.004	0
"1674"	0.984	0	0	0.016	0	0	0	0	0
"1675"	0.898	0	0	0.102	0	0	0	0	0
"1676"	0.97	0	0	0.03	0	0	0	0	0
"1677"	0.97	0	0	0.03	0	0	0	0	0
"1678"	0.956	0	0	0.044	0	0	0	0	0
"1679"	0.86	0.002	0	0.138	0	0	0	0	0
"1680"	0.998	0	0	0.002	0	0	0	0	0
"1681"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1682"	0.974	0	0	0.026	0	0	0	0	0
"1683"	0.96	0	0	0.04	0	0	0	0	0
"1684"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1685"	0.98	0.002	0	0.018	0	0	0	0	0
"1686"	1	0	0	0	0	0	0	0	0
"1687"	0.998	0	0	0.002	0	0	0	0	0
"1688"	0.908	0	0.003984	0.084	0	0.001996	0	0.002	2e-05
"1689"	0.98	0	0	0.02	0	0	0	0	0
"1690"	0.962	0	0	0.038	0	0	0	0	0
"1691"	0.96	0	0	0.038	0	0	0	0.002	0
"1692"	0.638	0.008	0.007952	0.342	0	0.002	0	0.002	4.8e-05
"1693"	0.972	0	0	0.028	0	0	0	0	0
"1694"	0.986	0.002	0	0.012	0	0	0	0	0
"1695"	0.974	0	0	0.026	0	0	0	0	0
"1696"	0.81	0.006	0	0.18	0.001996	0	0	0.002	4e-06
"1697"	0.66	0.006	0	0.334	0	0	0	0	0
"1698"	0.952	0	0.001996	0.046	0	0	0	0	4e-06
"1699"	0.974	0	0	0.026	0	0	0	0	0
"1700"	1	0	0	0	0	0	0	0	0
"1701"	0.998	0	0	0.002	0	0	0	0	0
"1702"	0.958	0	0	0.042	0	0	0	0	0
"1703"	0.99	0	0	0.01	0	0	0	0	0
"1704"	0.872	0.002	0	0.126	0	0	0	0	0
"1705"	0.988	0	0	0.012	0	0	0	0	0
"1706"	0.888	0	0	0.11	0	0	0	0.002	0
"1707"	0.996	0	0	0.004	0	0	0	0	0
"1708"	0.878	0	0	0.122	0	0	0	0	0
"1709"	0.888	0.004	0	0.106	0	0	0	0.002	0
"1710"	0.946	0	0.001996	0.052	0	0	0	0	4e-06
"1711"	0.918	0	0	0.082	0	0	0	0	0
"1712"	0.898	0	0	0.102	0	0	0	0	0
"1713"	0.874	0.002	0	0.124	0	0	0	0	0
"1714"	0.988	0	0	0.012	0	0	0	0	0
"1715"	0.956	0	0	0.044	0	0	0	0	0
"1716"	0.888	0	0.001996	0.11	0	0	0	0	4e-06
"1717"	1	0	0	0	0	0	0	0	0
"1718"	0.916	0.002	0.002	0.08	0	0	0	0	0
"1719"	0.998	0	0	0.002	0	0	0	0	0
"1720"	0.972	0	0	0.028	0	0	0	0	0
"1721"	0.986	0	0	0.014	0	0	0	0	0
"1722"	0.942	0	0	0.058	0	0	0	0	0
"1723"	0.914	0	0	0.086	0	0	0	0	0
"1724"	1	0	0	0	0	0	0	0	0
"1725"	0.998	0	0	0.002	0	0	0	0	0
"1726"	0.946	0.002	0	0.052	0	0	0	0	0
"1727"	1	0	0	0	0	0	0	0	0
"1728"	0.948	0	0	0.052	0	0	0	0	0
"1729"	0.93	0	0	0.068	0	0	0	0.002	0
"1730"	1	0	0	0	0	0	0	0	0
"1731"	0.948	0	0	0.052	0	0	0	0	0
"1732"	0.99	0	0	0.01	0	0	0	0	0
"1733"	0.998	0	0	0.002	0	0	0	0	0
"1734"	1	0	0	0	0	0	0	0	0
"1735"	0.86	0.002	0	0.138	0	0	0	0	0
"1736"	0.954	0	0	0.046	0	0	0	0	0
"1737"	0.996	0	0	0.004	0	0	0	0	0
"1738"	0.972	0	0	0.028	0	0	0	0	0
"1739"	0.978	0	0.001996	0.018	0	0	0	0.002	4e-06
"1740"	0.96	0	0	0.04	0	0	0	0	0
"1741"	0.954	0	0	0.046	0	0	0	0	0
"1742"	0.648	0.01	0.001996	0.336	0	0	0	0.004	4e-06
"1743"	0.91	0.002	0	0.086	0	0	0	0.002	0
"1744"	0.776	0.002	0.003992	0.218	0	0	0	0	8e-06
"1745"	0.966	0	0	0.034	0	0	0	0	0
"1746"	0.988	0	0	0.012	0	0	0	0	0
"1747"	0.532	0.022	0	0.44	0.001996	0.004	0	0	4e-06
"1748"	0.952	0	0	0.048	0	0	0	0	0
"1749"	0.996	0	0	0.004	0	0	0	0	0
"1750"	0.934	0	0	0.066	0	0	0	0	0
"1751"	0.878	0	0	0.12	0	0	0	0.002	0
"1752"	0.974	0	0	0.026	0	0	0	0	0
"1753"	0.874	0	0	0.126	0	0	0	0	0
"1754"	0.882	0	0	0.118	0	0	0	0	0
"1755"	0.996	0	0	0.004	0	0	0	0	0
"1756"	0.778	0.006	0	0.216	0	0	0	0	0
"1757"	0.898	0	0	0.102	0	0	0	0	0
"1758"	0.854	0	0.001996	0.142	0	0	0	0.002	4e-06
"1759"	0.916	0	0	0.084	0	0	0	0	0
"1760"	0.99	0	0	0.01	0	0	0	0	0
"1761"	1	0	0	0	0	0	0	0	0
"1762"	0.718	0.01	0	0.266	0	0	0	0.006	0
"1763"	0.91	0.002	0	0.086	0	0	0	0.002	0
"1764"	0.996	0	0	0.004	0	0	0	0	0
"1765"	0.876	0	0	0.122	0	0	0	0.002	0
"1766"	1	0	0	0	0	0	0	0	0
"1767"	0.864	0	0	0.134	0	0.001996	0	0	4e-06
"1768"	0.982	0.002	0	0.016	0	0	0	0	0
"1769"	0.898	0.002	0	0.098	0	0	0	0.002	0
"1770"	0.976	0	0	0.024	0	0	0	0	0
"1771"	0.996	0	0	0.004	0	0	0	0	0
"1772"	0.954	0	0	0.046	0	0	0	0	0
"1773"	0.93	0	0	0.07	0	0	0	0	0
"1774"	0.982	0	0	0.018	0	0	0	0	0
"1775"	0.888	0.004	0	0.108	0	0	0	0	0
"1776"	0.996	0	0	0.004	0	0	0	0	0
"1777"	0.97	0	0	0.03	0	0	0	0	0
"1778"	0.962	0	0	0.038	0	0	0	0	0
"1779"	0.712	0.004	0	0.284	0	0	0	0	0
"1780"	0.994	0	0	0.006	0	0	0	0	0
"1781"	0.87	0.004	0	0.126	0	0	0	0	0
"1782"	0.344	0.016	0.001996	0.622	0.001996	0	0	0.014	8e-06
"1783"	0.986	0	0	0.014	0	0	0	0	0
"1784"	0.894	0.002	0	0.104	0	0	0	0	0
"1785"	0.952	0	0.001996	0.046	0	0	0	0	4e-06
"1786"	0.74	0.002	0	0.258	0	0	0	0	0
"1787"	0.564	0.006	0.001996	0.426	0	0.001996	0	0	8e-06
"1788"	0.97	0.002	0	0.028	0	0	0	0	0
"1789"	0.914	0	0	0.086	0	0	0	0	0
"1790"	0.956	0	0	0.044	0	0	0	0	0
"1791"	0.998	0	0	0.002	0	0	0	0	0
"1792"	0.978	0	0	0.022	0	0	0	0	0
"1793"	0.954	0	0	0.046	0	0	0	0	0
"1794"	0.996	0	0	0.004	0	0	0	0	0
"1795"	0.9	0.002	0	0.098	0	0	0	0	0
"1796"	0.968	0	0	0.032	0	0	0	0	0
"1797"	0.844	0	0	0.156	0	0	0	0	0
"1798"	0.996	0	0	0.004	0	0	0	0	0
"1799"	0.974	0.002	0	0.024	0	0	0	0	0
"1800"	0.984	0	0	0.016	0	0	0	0	0
"1801"	0.968	0	0	0.032	0	0	0	0	0
"1802"	0.94	0	0	0.06	0	0	0	0	0
"1803"	0.846	0.002	0	0.15	0	0	0	0.002	0
"1804"	0.988	0.002	0	0.01	0	0	0	0	0
"1805"	0.982	0	0	0.018	0	0	0	0	0
"1806"	0.954	0	0	0.046	0	0	0	0	0
"1807"	0.864	0.004	0.001996	0.13	0	0	0	0	4e-06
"1808"	0.954	0.002	0	0.042	0.001996	0	0	0	4e-06
"1809"	0.976	0	0	0.024	0	0	0	0	0
"1810"	0.67	0.01	0.001996	0.316	0	0	0	0.002	4e-06
"1811"	0.976	0	0	0.024	0	0	0	0	0
"1812"	0.842	0.004	0	0.154	0	0	0	0	0
"1813"	0.956	0	0	0.044	0	0	0	0	0
"1814"	1	0	0	0	0	0	0	0	0
"1815"	1	0	0	0	0	0	0	0	0
"1816"	0.934	0	0	0.066	0	0	0	0	0
"1817"	0.99	0	0	0.01	0	0	0	0	0
"1818"	0.996	0	0	0.004	0	0	0	0	0
"1819"	0.926	0	0	0.074	0	0	0	0	0
"1820"	0.982	0	0	0.018	0	0	0	0	0
"1821"	0.998	0	0	0.002	0	0	0	0	0
"1822"	0.972	0	0	0.028	0	0	0	0	0
"1823"	0.854	0	0.003984	0.142	0	0	0	0	1.6e-05
"1824"	0.93	0.004	0	0.066	0	0	0	0	0
"1825"	0.98	0	0	0.02	0	0	0	0	0
"1826"	0.914	0.002	0	0.084	0	0	0	0	0
"1827"	1	0	0	0	0	0	0	0	0
"1828"	0.998	0	0	0.002	0	0	0	0	0
"1829"	0.986	0	0	0.014	0	0	0	0	0
"1830"	0.958	0	0	0.042	0	0	0	0	0
"1831"	0.954	0.002	0	0.044	0	0	0	0	0
"1832"	0.752	0.002	0	0.242	0	0	0	0.004	0
"1833"	0.996	0	0	0.004	0	0	0	0	0
"1834"	0.998	0	0	0.002	0	0	0	0	0
"1835"	0.978	0	0.001996	0.02	0	0	0	0	4e-06
"1836"	0.94	0	0	0.06	0	0	0	0	0
"1837"	0.9	0.002	0	0.098	0	0	0	0	0
"1838"	0.568	0.006	0	0.424	0.002	0	0	0	0
"1839"	0.928	0	0	0.072	0	0	0	0	0
"1840"	0.998	0	0	0.002	0	0	0	0	0
"1841"	0.972	0	0	0.026	0	0	0.001996	0	4e-06
"1842"	0.984	0	0	0.016	0	0	0	0	0
"1843"	0.956	0	0	0.044	0	0	0	0	0
"1844"	0.986	0	0	0.014	0	0	0	0	0
"1845"	0.998	0	0	0.002	0	0	0	0	0
"1846"	0.98	0	0	0.02	0	0	0	0	0
"1847"	0.914	0	0	0.086	0	0	0	0	0
"1848"	0.968	0	0	0.032	0	0	0	0	0
"1849"	0.998	0.002	0	0	0	0	0	0	0
"1850"	0.994	0	0	0.006	0	0	0	0	0
"1851"	0.934	0.002	0	0.064	0	0	0	0	0
"1852"	0.994	0	0	0.006	0	0	0	0	0
"1853"	0.984	0	0	0.016	0	0	0	0	0
"1854"	0.986	0	0	0.012	0	0.001996	0	0	4e-06
"1855"	0.678	0.004	0.001996	0.308	0.002	0.001992	0	0.004	1.2e-05
"1856"	0.946	0.002	0	0.052	0	0	0	0	0
"1857"	0.974	0.002	0	0.024	0	0	0	0	0
"1858"	0.96	0	0	0.04	0	0	0	0	0
"1859"	0.96	0.002	0.002	0.036	0	0	0	0	0
"1860"	1	0	0	0	0	0	0	0	0
"1861"	0.994	0	0	0.006	0	0	0	0	0
"1862"	0.986	0	0	0.014	0	0	0	0	0
"1863"	0.986	0	0	0.014	0	0	0	0	0
"1864"	0.69	0.006	0.001996	0.294	0.001996	0	0	0.006	8e-06
"1865"	0.992	0	0	0.008	0	0	0	0	0
"1866"	0.924	0.002	0	0.072	0	0	0	0.002	0
"1867"	0.982	0	0	0.018	0	0	0	0	0
"1868"	0.89	0	0	0.11	0	0	0	0	0
"1869"	0.962	0	0	0.038	0	0	0	0	0
"1870"	0.764	0.006	0	0.23	0	0	0	0	0
"1871"	0.956	0	0	0.044	0	0	0	0	0
"1872"	0.966	0	0	0.034	0	0	0	0	0
"1873"	0.982	0	0	0.018	0	0	0	0	0
