0.004233	0.003509
0.000229	0.000214
0.000127	0.000114
0.000102	0.000095
0.000086	0.000064
0.000074	0.000074
0.000085	0.000071
0.000067	0.000055
0.000069	0.000058
0.00006	0.000051
0.000078	0.000066
0.000077	0.000055
0.000102	0.000057
0.000116	0.000087
0.000129	0.000096
0.000172	0.000113
0.000205	0.000131
0.000311	0.000158
0.000402	0.000218
0.000454	0.000212
0.000525	0.000187
0.000507	0.000211
0.000498	0.000245
0.000524	0.000215
0.000556	0.000223
0.000601	0.00026
0.000607	0.000257
0.00063	0.00031
0.000681	0.000314
0.000728	0.000338
0.00077	0.000387
0.0008338	0.0003936
0.0008576	0.0004672
0.0009564	0.0004918
0.0009882	0.0005834
0.001098	0.00059
0.0011536	0.000677
0.0013512	0.000761
0.0013168	0.000794
0.0014584	0.00087
0.001602	0.000917
0.0016952	0.0009966
0.0018434	0.0010952
0.0020096	0.0012318
0.0022038	0.0013364
0.002461	0.001476
0.00264	0.0016158
0.002735	0.0017316
0.002952	0.0019524
0.00329	0.0020352
0.00357	0.002216
0.0038124	0.0024302
0.0040668	0.0025554
0.0043922	0.0027336
0.0047106	0.0029298
0.005037	0.003245
0.0055844	0.0035898
0.0060508	0.0038726
0.0066882	0.0043054
0.0072326	0.0046372
0.007909	0.005171
0.0086308	0.0055466
0.0095986	0.0063512
0.0105514	0.0067048
0.0111702	0.0072544
0.012467	0.007979
0.013871	0.0086078
0.014805	0.0093666
0.016388	0.0103914
0.018008	0.0112242
0.019313	0.012646
0.0208826	0.0133434
0.0228942	0.0151778
0.0259668	0.0169432
0.0290074	0.0193326
0.032622	0.0214
0.0361376	0.0239982
0.0406812	0.0275194
0.0459218	0.0310336
0.0512094	0.0353808
0.057384	0.039337
0.063635	0.045093
0.071297	0.050414
0.080229	0.057761
0.0909	0.06626
0.101894	0.074719
0.116074	0.086396
0.130266	0.098897
0.147252	0.112086
0.166874	0.127629
0.177234	0.143598
0.201015	0.163327
0.222487	0.184158
0.250152	0.206556
0.277881	0.229119
0.309929	0.257316
0.339048	0.287002
0.37174	0.319937
0.402326	0.349595
0.453092	0.377964
0.484445	0.422473
	
