"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70"
"TOTAL_COSTS" 0 0 0 0 0 0 0 0 0 0 0.115135971567939 0.337620940781347 0.552582263692852 0.760274363124258 1.15026942687599 1.71000027943702 2.25080303553464 2.95558383718246 3.81263394646237 4.78429781163558 6.1220055224622 7.73625854055859 9.44107660972493 11.2776672227646 13.1219012260276 14.7177408451526 16.1002497576112 17.6491161894307 19.4739209053516 21.322913996693 23.2365365658969 25.2054328188396 27.1765158741302 29.074078888916 30.6128139383169 31.7562065455313 33.3629517533547 35.7296025479647 38.1011925255308 40.1329545176824 41.8899007045755 42.9140225910941 43.1879557851318 43.3257299492563 43.4068346550712 43.444205532242 43.4619278658054 43.4701787374397 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227 43.4756775682227
"BC_COSTS" 0 0 0 0 0 0 0 0 0 0 0.115135971567939 0.337620940781347 0.552582263692852 0.760274363124258 1.15026942687599 1.71000027943702 2.25080303553464 2.95558383718246 3.81263394646237 4.78429781163558 6.1220055224622 7.73625854055859 9.44107660972493 11.2776672227646 13.1219012260276 14.7177408451526 16.1002497576112 17.6491161894307 19.4739209053516 21.322913996693 23.2365365658969 25.2054328188396 27.1765158741302 29.074078888916 30.6128139383169 31.7562065455313 32.82587927484 34.1701057001608 35.5340266535221 36.5493754473339 37.3020619828157 37.8346407142204 38.1085739082581 38.2463480723826 38.3274527781975 38.3648236553682 38.3825459889317 38.3907968605659 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489 38.3962956913489
"DIAG_COSTS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0998025669853699 0.274457059209767 0.499012834926849 0.823371177629301 1.22258144557078 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786 1.44713722128786
"SCREEN_COSTS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.508146429403902 1.48166202000327 2.42857479738849 3.3601966689805 4.26362679768925 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046 4.70037129916046
"QALYS" 0 0.737829392576131 1.44852729720778 2.13169588100172 2.78819171948462 3.41880722562779 4.02444855243899 4.60607284115218 5.1645739874331 5.70062842645239 6.21499815532114 6.70862209930732 7.18235500263401 7.63689319252043 8.07277425014556 8.49070696000148 8.89117805711096 9.27467655305778 9.64191536011353 9.99350422112464 10.3302937445517 10.6528299030012 10.9611379769907 11.2555584692303 11.5367877136544 11.8052972510902 12.0615069188456 12.3060139561955 12.5391589220948 12.761256509406 12.9726706062728 13.1738006297281 13.3649461557687 13.5461704607561 13.7178457144666 13.8805215341061 14.0344596456075 14.1797491481777 14.3165612771634 14.4452489919905 14.5662220439013 14.6798764109386 14.7866546759414 14.8864723279031 14.9791747588611 15.0649843207551 15.1442591447685 15.2175062984864 15.2850603434592 15.3469728679908 15.4031550255961 15.4539384336876 15.4995234300725 15.5400891672652 15.57609819606 15.6075043060871 15.6345792330349 15.6578812289476 15.677755538824 15.6943660312469 15.7079820820464 15.7191370148665 15.7282060215011 15.7354434872068 15.7411349690286 15.7455154823814 15.7488094786247 15.751198385822 15.752862770755 15.7540006560633 15.75477434155
"LYS" 0 0.965665585383794 1.89763145599687 2.79699176412479 3.66474868653931 4.50183206654048 5.30917522343589 6.08786085142294 6.83894586748631 7.56313949654777 8.2611452159136 8.93393458951966 9.58245855404911 10.2075490350055 10.8098261099495 11.39012374005 11.9488629179241 12.4864979310609 13.0039534178849 13.5019308543745 13.9814482467227 14.4431040690119 14.8868392213078 15.3130778169715 15.7226301739963 16.115962749519 16.4934868102827 16.855812502578 17.2032627349292 17.5361558200379 17.8549623362773 18.16003920775 18.4515999676312 18.7298101733544 18.9949958773755 19.2478021164149 19.488647172895 19.7174966384133 19.9345234067806 20.1402166487131 20.3350170119315 20.519211398374 20.6931771066962 20.8568203165689 21.0099227379012 21.1527190928745 21.2856441534515 21.4093444590806 21.5243607072253 21.6307019988368 21.7280448266378 21.8167963423667 21.8972513165995 21.9695170970482 22.0341071884542 22.0908644726701 22.1401833159263 22.1828985491137 22.2195438738711 22.2503608846738 22.275792728099 22.296728703014 22.313792626916 22.3275070820044 22.3384048151191 22.3469118261514 22.3533611239057 22.3580820264661 22.3613951257865 22.36365911887 22.3652394086925
"LG_SYMPT" 0 0 0 0 0 0 0 0 0 0 7.77393217386057e-05 7.77393217386057e-05 7.77393217386057e-05 7.77393217386057e-05 0.000224429900241251 0.000224429900241251 0.000224429900241251 0.0003810032974824 0.0003810032974824 0.000477980592032684 0.000623900950496244 0.000693316299395134 0.000771996115652191 0.000862484898801574 0.000925765599934612 0.000925765599934612 0.000925765599934612 0.00113687978377386 0.00127009717235659 0.00127009717235659 0.00143968059893298 0.00150155287882643 0.00168363476853126 0.00197201225353155 0.00209381801375443 0.00227618304483805 0.00251848835119278 0.00259751014849761 0.00278994956416228 0.0028554619728502 0.00294142275470113 0.00313702385650758 0.00329940381637564 0.00367744032098099 0.00450943858406165 0.0052492113031763 0.00552802974483613 0.00600658648435123 0.00671639797395569 0.00727214474226255 0.00778336112213192 0.00852052731590956 0.00947922408267851 0.0101833200798892 0.0109106431024603 0.0116727842825303 0.0123872630648991 0.0128793262244128 0.0133047266729752 0.013869917530482 0.0142659683854755 0.0146486431550151 0.0151645683323258 0.0156572023159228 0.0159844339718489 0.0160556870705663 0.0161114379689838 0.0163931431244481 0.0167197789944086 0.0168015038816729 0.0168886442078574
"HG_St1_SYMPT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.70733611824009e-05 6.70733611824009e-05 6.70733611824009e-05 6.70733611824009e-05 0.000150800404440006 0.000150800404440006 0.000150800404440006 0.000150800404440006 0.000273135388040786 0.000273135388040786 0.000391344468237949 0.000391344468237949 0.000391344468237949 0.00047286242198494 0.00055176365641915 0.000626549033139765 0.00066981009602465 0.00100851981538148 0.00115324672079885 0.00115324672079885 0.001226568255074 0.00138314165231515 0.00152075139921515 0.00163199570870272 0.00268280431790979 0.0033432113276816 0.00374629235313518 0.00413482800634933 0.00459092282446132 0.00479838591849395 0.00569127255167914 0.00650055642062858 0.00664088064176965 0.00764701462426947 0.00846403403564717 0.00950733272620157 0.0104468046988321 0.0110658777951739 0.011853074338967 0.0124151224216046 0.012853916764651 0.0132412588943237 0.0137921327643699 0.0141341212731849 0.0145617246594089 0.0152351467350953 0.0156881943955545 0.0158447455599817 0.0160968451777585 0.0162926102972341 0.0164093000181981 0.016465730702219
"HG_St2_SYMPT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 9.17890148183168e-05 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135 0.000166698981127135
"HG_St3_SYMPT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05 8.0942858185272e-05
