"","P.onset","P.onset_low.risk","P.onset_age","RR.onset_sex","P.sympt.diag_LGBC","P.sympt.diag_St1","P.sympt.diag_St2","P.sympt.diag_St3","P.sympt.diag_St4","P.sympt.diag_Age","shape.t.StI.StII","shape.t.StII.StIII","shape.t.StIII.StIV","P.LGtoHGBC","P.ungiag.dead","Mean.t.StI.StII","Mean.t.StII.StIII","Mean.t.StIII.StIV","accept","posterior_current","posterior_proposal"
"32",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,1,-60834.1481179085,-60834.1481179085
"33",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-63829.7907307587
"34",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-69944.4196777938
"35",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-75964.7475021216
"36",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-62976.6586773724
"37",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-22793517.2007904
"38",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-63829.7907307587
"39",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-61990.3407840692
"40",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-6463111.3721948
"41",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-67358.9411944601
"42",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-63123.097448908
"43",1.11107761291265e-05,0.719282554523911,0.883427458337527,1.05321637935026,0.0228531688211295,0.0535705387540475,0.223840330543327,0.886555262472844,0.319083047739911,0.383456945419668,0.589403818392785,0.948661711281147,0.609319329347624,0.00456580097322667,-0.00982011232736251,2.14626978874507,2.67913292451297,1.51690749705544,0,-60834.1481179085,-71272.649038471
"44",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,1,-51423.6383091827,-51423.6383091827
"45",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-4533433624.95476
"46",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-62805.3206476614
"47",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-63999.9745386034
"48",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-4508480775.87195
"49",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-3454330792.00606
"50",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-68765.6343186467
"51",9.34896395416934e-06,0.949267779878034,1.11096899991899,1.07627822109807,0.0285409003633335,0.0672783275532419,0.257719379710061,0.883426595349029,0.246475155865131,0.425897568311345,0.373490424543698,0.895871001230176,0.651552238610265,0.00479497181543857,-0.00905426941312367,2.85459732253107,1.80992698524865,0.697313883765715,0,-51423.6383091827,-1701657833.97121
